name,datetime,ob_temp,ob_battery,channel,sensor_model,sensor_type,offset,value,units
sensor_2,06/02/2020 04:16,5.47,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0246,deg
sensor_2,06/02/2020 04:16,5.47,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9157,deg
sensor_2,06/02/2020 04:45,5.27,0,1,FM3 Onboard Temperature,ob_temp,0,5.27,c
sensor_2,06/02/2020 04:46,5.27,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,06/02/2020 04:46,5.27,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8904,deg
sensor_2,06/02/2020 04:46,5.27,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.024,deg
sensor_2,06/02/2020 04:46,5.27,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.916,deg
sensor_2,06/02/2020 05:15,5.06,0,1,FM3 Onboard Temperature,ob_temp,0,5.06,c
sensor_2,06/02/2020 05:16,5.06,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,06/02/2020 05:16,5.06,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8903,deg
sensor_2,06/02/2020 05:16,5.06,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0239,deg
sensor_2,06/02/2020 05:16,5.06,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.917,deg
sensor_2,06/02/2020 05:45,5.06,0,1,FM3 Onboard Temperature,ob_temp,0,5.06,c
sensor_2,06/02/2020 05:46,5.06,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,06/02/2020 05:46,5.06,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8903,deg
sensor_2,06/02/2020 05:46,5.06,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0239,deg
sensor_2,06/02/2020 05:46,5.06,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9173,deg
sensor_2,06/02/2020 06:15,4.86,0,1,FM3 Onboard Temperature,ob_temp,0,4.86,c
sensor_2,06/02/2020 06:16,4.86,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,06/02/2020 06:16,4.86,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8904,deg
sensor_2,06/02/2020 06:16,4.86,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0236,deg
sensor_2,06/02/2020 06:16,4.86,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9182,deg
sensor_2,06/02/2020 06:45,4.86,0,1,FM3 Onboard Temperature,ob_temp,0,4.86,c
sensor_2,06/02/2020 06:46,4.86,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,06/02/2020 06:46,4.86,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8903,deg
sensor_2,06/02/2020 06:46,4.86,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0238,deg
sensor_2,06/02/2020 06:46,4.86,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.918,deg
sensor_2,06/02/2020 07:15,4.86,0,1,FM3 Onboard Temperature,ob_temp,0,4.86,c
sensor_2,06/02/2020 07:16,4.86,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,06/02/2020 07:16,4.86,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8899,deg
sensor_2,06/02/2020 07:16,4.86,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0243,deg
sensor_2,06/02/2020 07:16,4.86,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9173,deg
sensor_2,06/02/2020 07:45,4.66,0,1,FM3 Onboard Temperature,ob_temp,0,4.66,c
sensor_2,06/02/2020 07:46,4.66,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,06/02/2020 07:46,4.66,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8905,deg
sensor_2,06/02/2020 07:46,4.66,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0236,deg
sensor_2,06/02/2020 07:46,4.66,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9175,deg
sensor_2,06/02/2020 08:15,4.66,0,1,FM3 Onboard Temperature,ob_temp,0,4.66,c
sensor_2,06/02/2020 08:16,4.66,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,06/02/2020 08:16,4.66,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8905,deg
sensor_2,06/02/2020 08:16,4.66,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0236,deg
sensor_2,06/02/2020 08:16,4.66,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.918,deg
sensor_2,06/02/2020 08:45,4.66,0,1,FM3 Onboard Temperature,ob_temp,0,4.66,c
sensor_2,06/02/2020 08:46,4.66,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,06/02/2020 08:46,4.66,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8899,deg
sensor_2,06/02/2020 08:46,4.66,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0242,deg
sensor_2,06/02/2020 08:46,4.66,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9179,deg
sensor_2,07/02/2020 00:52,5.67,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8888,deg
sensor_2,07/02/2020 00:52,5.67,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0259,deg
sensor_2,07/02/2020 01:15,5.88,0,1,FM3 Onboard Temperature,ob_temp,0,5.88,c
sensor_2,07/02/2020 01:16,5.88,0,0,FM3 Battery Voltage,ob_voltage,0,3.583,V
sensor_2,07/02/2020 01:16,5.88,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.889,deg
sensor_2,07/02/2020 01:16,5.88,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0256,deg
sensor_2,07/02/2020 01:16,5.88,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.915,deg
sensor_2,07/02/2020 01:45,5.88,0,1,FM3 Onboard Temperature,ob_temp,0,5.88,c
sensor_2,07/02/2020 01:46,5.88,0,0,FM3 Battery Voltage,ob_voltage,0,3.59,V
sensor_2,07/02/2020 01:46,5.88,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8889,deg
sensor_2,07/02/2020 01:46,5.88,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0257,deg
sensor_2,07/02/2020 01:46,5.88,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9149,deg
sensor_2,07/02/2020 02:15,5.67,0,1,FM3 Onboard Temperature,ob_temp,0,5.67,c
sensor_2,07/02/2020 02:16,5.67,0,0,FM3 Battery Voltage,ob_voltage,0,3.59,V
sensor_2,07/02/2020 02:16,5.67,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8892,deg
sensor_2,07/02/2020 02:16,5.67,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0254,deg
sensor_2,07/02/2020 02:16,5.67,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9151,deg
sensor_2,07/02/2020 02:45,5.27,0,1,FM3 Onboard Temperature,ob_temp,0,5.27,c
sensor_2,07/02/2020 02:46,5.27,0,0,FM3 Battery Voltage,ob_voltage,0,3.59,V
sensor_2,07/02/2020 02:46,5.27,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.889,deg
sensor_2,07/02/2020 02:46,5.27,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0255,deg
sensor_2,07/02/2020 02:46,5.27,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9158,deg
sensor_2,07/02/2020 03:15,5.06,0,1,FM3 Onboard Temperature,ob_temp,0,5.06,c
sensor_2,07/02/2020 03:16,5.06,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,07/02/2020 03:16,5.06,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8895,deg
sensor_2,07/02/2020 03:16,5.06,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0248,deg
sensor_2,07/02/2020 03:16,5.06,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9164,deg
sensor_2,07/02/2020 03:45,5.27,0,1,FM3 Onboard Temperature,ob_temp,0,5.27,c
sensor_2,07/02/2020 03:46,5.27,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,07/02/2020 03:46,5.27,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8894,deg
sensor_2,07/02/2020 03:46,5.27,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0249,deg
sensor_2,07/02/2020 03:46,5.27,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9162,deg
sensor_2,07/02/2020 04:15,4.86,0,1,FM3 Onboard Temperature,ob_temp,0,4.86,c
sensor_2,07/02/2020 04:16,4.86,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,07/02/2020 04:16,4.86,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8892,deg
sensor_2,07/02/2020 04:16,4.86,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.025,deg
sensor_2,07/02/2020 04:16,4.86,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9172,deg
sensor_2,07/02/2020 04:45,5.06,0,1,FM3 Onboard Temperature,ob_temp,0,5.06,c
sensor_2,07/02/2020 04:46,5.06,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,07/02/2020 04:46,5.06,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8895,deg
sensor_2,07/02/2020 04:46,5.06,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0247,deg
sensor_2,07/02/2020 04:46,5.06,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.917,deg
sensor_2,07/02/2020 05:15,5.06,0,1,FM3 Onboard Temperature,ob_temp,0,5.06,c
sensor_2,07/02/2020 05:16,5.06,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,07/02/2020 05:16,5.06,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8889,deg
sensor_2,07/02/2020 05:16,5.06,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0253,deg
sensor_2,07/02/2020 05:16,5.06,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9173,deg
sensor_2,07/02/2020 05:45,5.06,0,1,FM3 Onboard Temperature,ob_temp,0,5.06,c
sensor_2,07/02/2020 05:46,5.06,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,07/02/2020 05:46,5.06,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8893,deg
sensor_2,07/02/2020 05:46,5.06,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.025,deg
sensor_2,07/02/2020 05:46,5.06,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9168,deg
sensor_2,07/02/2020 06:15,4.86,0,1,FM3 Onboard Temperature,ob_temp,0,4.86,c
sensor_2,07/02/2020 06:16,4.86,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,07/02/2020 06:16,4.86,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8894,deg
sensor_2,07/02/2020 06:16,4.86,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0248,deg
sensor_2,07/02/2020 06:16,4.86,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9172,deg
sensor_2,07/02/2020 06:45,4.86,0,1,FM3 Onboard Temperature,ob_temp,0,4.86,c
sensor_2,07/02/2020 06:46,4.86,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,07/02/2020 06:46,4.86,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8896,deg
sensor_2,07/02/2020 06:46,4.86,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0246,deg
sensor_2,07/02/2020 06:46,4.86,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.917,deg
sensor_2,07/02/2020 07:15,4.86,0,1,FM3 Onboard Temperature,ob_temp,0,4.86,c
sensor_2,07/02/2020 07:16,4.86,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,07/02/2020 07:16,4.86,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8897,deg
sensor_2,07/02/2020 07:16,4.86,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0244,deg
sensor_2,07/02/2020 07:16,4.86,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9173,deg
sensor_2,08/02/2020 01:13,8.73,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8891,deg
sensor_2,08/02/2020 01:13,8.73,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0259,deg
sensor_2,08/02/2020 01:15,8.73,0,1,FM3 Onboard Temperature,ob_temp,0,8.73,c
sensor_2,08/02/2020 01:16,8.73,0,0,FM3 Battery Voltage,ob_voltage,0,3.59,V
sensor_2,08/02/2020 01:16,8.73,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8887,deg
sensor_2,08/02/2020 01:16,8.73,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0264,deg
sensor_2,08/02/2020 01:16,8.73,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9122,deg
sensor_2,08/02/2020 01:45,8.93,0,1,FM3 Onboard Temperature,ob_temp,0,8.93,c
sensor_2,08/02/2020 01:46,8.93,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,08/02/2020 01:46,8.93,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8891,deg
sensor_2,08/02/2020 01:46,8.93,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.026,deg
sensor_2,08/02/2020 01:46,8.93,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9124,deg
sensor_2,08/02/2020 02:15,8.73,0,1,FM3 Onboard Temperature,ob_temp,0,8.73,c
sensor_2,08/02/2020 02:16,8.73,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 02:16,8.73,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8891,deg
sensor_2,08/02/2020 02:16,8.73,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.026,deg
sensor_2,08/02/2020 02:16,8.73,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9127,deg
sensor_2,08/02/2020 02:45,9.13,0,1,FM3 Onboard Temperature,ob_temp,0,9.13,c
sensor_2,08/02/2020 02:46,9.13,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 02:46,9.13,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8892,deg
sensor_2,08/02/2020 02:46,9.13,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0257,deg
sensor_2,08/02/2020 02:46,9.13,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.913,deg
sensor_2,08/02/2020 03:15,8.73,0,1,FM3 Onboard Temperature,ob_temp,0,8.73,c
sensor_2,08/02/2020 03:16,8.73,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 03:16,8.73,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8896,deg
sensor_2,08/02/2020 03:16,8.73,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0253,deg
sensor_2,08/02/2020 03:16,8.73,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9135,deg
sensor_2,08/02/2020 03:45,8.73,0,1,FM3 Onboard Temperature,ob_temp,0,8.73,c
sensor_2,08/02/2020 03:46,8.73,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 03:46,8.73,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8891,deg
sensor_2,08/02/2020 03:46,8.73,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0259,deg
sensor_2,08/02/2020 03:46,8.73,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9127,deg
sensor_2,08/02/2020 04:15,8.73,0,1,FM3 Onboard Temperature,ob_temp,0,8.73,c
sensor_2,08/02/2020 04:16,8.73,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 04:16,8.73,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8893,deg
sensor_2,08/02/2020 04:16,8.73,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0257,deg
sensor_2,08/02/2020 04:16,8.73,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9129,deg
sensor_2,08/02/2020 04:45,8.52,0,1,FM3 Onboard Temperature,ob_temp,0,8.52,c
sensor_2,08/02/2020 04:46,8.52,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 04:46,8.52,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8898,deg
sensor_2,08/02/2020 04:46,8.52,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0251,deg
sensor_2,08/02/2020 04:46,8.52,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9131,deg
sensor_2,08/02/2020 05:15,8.52,0,1,FM3 Onboard Temperature,ob_temp,0,8.52,c
sensor_2,08/02/2020 05:16,8.52,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 05:16,8.52,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8894,deg
sensor_2,08/02/2020 05:16,8.52,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0256,deg
sensor_2,08/02/2020 05:16,8.52,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9132,deg
sensor_2,08/02/2020 05:45,8.32,0,1,FM3 Onboard Temperature,ob_temp,0,8.32,c
sensor_2,08/02/2020 05:46,8.32,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 05:46,8.32,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8892,deg
sensor_2,08/02/2020 05:46,8.32,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0258,deg
sensor_2,08/02/2020 05:46,8.32,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9131,deg
sensor_2,08/02/2020 06:15,8.32,0,1,FM3 Onboard Temperature,ob_temp,0,8.32,c
sensor_2,08/02/2020 06:16,8.32,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 06:16,8.32,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8894,deg
sensor_2,08/02/2020 06:16,8.32,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0255,deg
sensor_2,08/02/2020 06:16,8.32,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9136,deg
sensor_2,08/02/2020 06:45,8.11,0,1,FM3 Onboard Temperature,ob_temp,0,8.11,c
sensor_2,08/02/2020 06:46,8.11,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 06:46,8.11,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8886,deg
sensor_2,08/02/2020 06:46,8.11,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0263,deg
sensor_2,08/02/2020 06:46,8.11,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9131,deg
sensor_2,08/02/2020 07:15,8.11,0,1,FM3 Onboard Temperature,ob_temp,0,8.11,c
sensor_2,08/02/2020 07:16,8.11,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 07:16,8.11,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8889,deg
sensor_2,08/02/2020 07:16,8.11,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.026,deg
sensor_2,08/02/2020 07:16,8.11,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9134,deg
sensor_2,08/02/2020 07:58,7.91,0,1,FM3 Onboard Temperature,ob_temp,0,7.91,c
sensor_2,08/02/2020 07:58,7.91,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8891,deg
sensor_2,08/02/2020 07:58,7.91,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0258,deg
sensor_2,08/02/2020 07:58,7.91,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9133,deg
sensor_2,08/02/2020 08:15,7.91,0,1,FM3 Onboard Temperature,ob_temp,0,7.91,c
sensor_2,08/02/2020 08:16,7.91,0,0,FM3 Battery Voltage,ob_voltage,0,3.59,V
sensor_2,08/02/2020 08:16,7.91,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8894,deg
sensor_2,08/02/2020 08:16,7.91,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0256,deg
sensor_2,08/02/2020 08:16,7.91,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9124,deg
sensor_2,08/02/2020 08:45,7.91,0,1,FM3 Onboard Temperature,ob_temp,0,7.91,c
sensor_2,08/02/2020 08:46,7.91,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
sensor_2,08/02/2020 08:46,7.91,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8888,deg
sensor_2,08/02/2020 08:46,7.91,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.026,deg
sensor_2,08/02/2020 08:46,7.91,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9141,deg
sensor_2,08/02/2020 09:15,7.91,0,1,FM3 Onboard Temperature,ob_temp,0,7.91,c
sensor_2,08/02/2020 09:16,7.91,0,0,FM3 Battery Voltage,ob_voltage,0,3.604,V
sensor_2,08/02/2020 09:16,7.91,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8895,deg
sensor_2,08/02/2020 09:16,7.91,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0254,deg
sensor_2,08/02/2020 09:16,7.91,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9135,deg
sensor_2,09/02/2020 01:41,8.11,0,0,FM3 Battery Voltage,ob_voltage,0,3.59,V
sensor_2,09/02/2020 01:41,8.11,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8883,deg
sensor_2,09/02/2020 01:41,8.11,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0273,deg
sensor_2,09/02/2020 01:41,8.11,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9098,deg
sensor_2,09/02/2020 01:45,8.32,0,1,FM3 Onboard Temperature,ob_temp,0,8.32,c
sensor_2,09/02/2020 01:46,8.32,0,0,FM3 Battery Voltage,ob_voltage,0,3.59,V
sensor_2,09/02/2020 01:46,8.32,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8882,deg
sensor_2,09/02/2020 01:46,8.32,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0272,deg
sensor_2,09/02/2020 01:46,8.32,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9101,deg
sensor_2,09/02/2020 02:15,8.11,0,1,FM3 Onboard Temperature,ob_temp,0,8.11,c
sensor_2,09/02/2020 02:16,8.11,0,0,FM3 Battery Voltage,ob_voltage,0,3.59,V
sensor_2,09/02/2020 02:16,8.11,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,4.8881,deg
sensor_2,09/02/2020 02:16,8.11,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,85.0275,deg
sensor_2,09/02/2020 02:16,8.11,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,0.9094,deg
sensor_2,09/02/2020 02:45,8.32,0,1,FM3 Onboard Temperature,ob_temp,0,8.32,c
sensor_2,09/02/2020 02:46,8.32,0,0,FM3 Battery Voltage,ob_voltage,0,3.597,V
