name,datetime,ob_temp,ob_battery,channel,sensor_model,sensor_type,offset,value,units
sensor_1,01/01/2020 03:00,6.69,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3943,deg
sensor_1,01/01/2020 03:00,6.69,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2305,deg
sensor_1,01/01/2020 03:00,6.69,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0891,deg
sensor_1,01/01/2020 03:29,6.69,0,1,FM3 Onboard Temperature,ob_temp,0,6.69,c
sensor_1,01/01/2020 03:30,6.69,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 03:30,6.69,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3947,deg
sensor_1,01/01/2020 03:30,6.69,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2304,deg
sensor_1,01/01/2020 03:30,6.69,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0888,deg
sensor_1,01/01/2020 03:59,6.69,0,1,FM3 Onboard Temperature,ob_temp,0,6.69,c
sensor_1,01/01/2020 04:00,6.69,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 04:00,6.69,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3944,deg
sensor_1,01/01/2020 04:00,6.69,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2303,deg
sensor_1,01/01/2020 04:00,6.69,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0895,deg
sensor_1,01/01/2020 04:29,6.69,0,1,FM3 Onboard Temperature,ob_temp,0,6.69,c
sensor_1,01/01/2020 04:30,6.69,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 04:30,6.69,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3943,deg
sensor_1,01/01/2020 04:30,6.69,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2308,deg
sensor_1,01/01/2020 04:30,6.69,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0888,deg
sensor_1,01/01/2020 05:00,6.28,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 05:00,6.28,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3947,deg
sensor_1,01/01/2020 05:00,6.28,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2302,deg
sensor_1,01/01/2020 05:00,6.28,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0892,deg
sensor_1,01/01/2020 05:29,6.28,0,1,FM3 Onboard Temperature,ob_temp,0,6.28,c
sensor_1,01/01/2020 05:30,6.28,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 05:30,6.28,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3951,deg
sensor_1,01/01/2020 05:30,6.28,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2301,deg
sensor_1,01/01/2020 05:30,6.28,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0889,deg
sensor_1,01/01/2020 05:59,6.49,0,1,FM3 Onboard Temperature,ob_temp,0,6.49,c
sensor_1,01/01/2020 06:00,6.49,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 06:00,6.49,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3949,deg
sensor_1,01/01/2020 06:00,6.49,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2304,deg
sensor_1,01/01/2020 06:00,6.49,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0885,deg
sensor_1,01/01/2020 06:30,6.28,0,1,FM3 Onboard Temperature,ob_temp,0,6.28,c
sensor_1,01/01/2020 06:30,6.28,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 06:30,6.28,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3947,deg
sensor_1,01/01/2020 06:30,6.28,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2306,deg
sensor_1,01/01/2020 06:30,6.28,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0886,deg
sensor_1,01/01/2020 06:59,6.28,0,1,FM3 Onboard Temperature,ob_temp,0,6.28,c
sensor_1,01/01/2020 07:00,6.28,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 07:00,6.28,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3947,deg
sensor_1,01/01/2020 07:00,6.28,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2307,deg
sensor_1,01/01/2020 07:00,6.28,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0884,deg
sensor_1,01/01/2020 07:29,6.28,0,1,FM3 Onboard Temperature,ob_temp,0,6.28,c
sensor_1,01/01/2020 07:30,6.28,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 07:30,6.28,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3944,deg
sensor_1,01/01/2020 07:30,6.28,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2313,deg
sensor_1,01/01/2020 07:30,6.28,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0879,deg
sensor_1,01/01/2020 07:59,6.69,0,1,FM3 Onboard Temperature,ob_temp,0,6.69,c
sensor_1,01/01/2020 08:00,6.69,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3941,deg
sensor_1,01/01/2020 08:00,6.69,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2312,deg
sensor_1,01/01/2020 08:00,6.69,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0883,deg
sensor_1,01/01/2020 08:29,6.49,0,1,FM3 Onboard Temperature,ob_temp,0,6.49,c
sensor_1,01/01/2020 08:30,6.49,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 08:30,6.49,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3945,deg
sensor_1,01/01/2020 08:30,6.49,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2312,deg
sensor_1,01/01/2020 08:30,6.49,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0877,deg
sensor_1,01/01/2020 08:59,6.69,0,1,FM3 Onboard Temperature,ob_temp,0,6.69,c
sensor_1,01/01/2020 09:00,6.69,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 09:00,6.69,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3948,deg
sensor_1,01/01/2020 09:00,6.69,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2309,deg
sensor_1,01/01/2020 09:00,6.69,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0879,deg
sensor_1,01/01/2020 09:29,6.69,0,1,FM3 Onboard Temperature,ob_temp,0,6.69,c
sensor_1,01/01/2020 09:30,6.69,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 09:30,6.69,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3941,deg
sensor_1,01/01/2020 09:30,6.69,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2311,deg
sensor_1,01/01/2020 09:30,6.69,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0885,deg
sensor_1,01/01/2020 09:59,6.69,0,1,FM3 Onboard Temperature,ob_temp,0,6.69,c
sensor_1,01/01/2020 10:00,6.69,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 10:00,6.69,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3936,deg
sensor_1,01/01/2020 10:00,6.69,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2316,deg
sensor_1,01/01/2020 10:00,6.69,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0883,deg
sensor_1,01/01/2020 10:29,6.89,0,1,FM3 Onboard Temperature,ob_temp,0,6.89,c
sensor_1,01/01/2020 10:30,6.89,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 10:30,6.89,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3936,deg
sensor_1,01/01/2020 10:30,6.89,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2314,deg
sensor_1,01/01/2020 10:30,6.89,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0886,deg
sensor_1,01/01/2020 10:59,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 11:00,7.1,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 11:00,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3939,deg
sensor_1,01/01/2020 11:00,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.231,deg
sensor_1,01/01/2020 11:00,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0889,deg
sensor_1,01/01/2020 11:29,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 11:30,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 11:30,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3938,deg
sensor_1,01/01/2020 11:30,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2313,deg
sensor_1,01/01/2020 11:30,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0885,deg
sensor_1,01/01/2020 11:59,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 12:00,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 12:00,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3943,deg
sensor_1,01/01/2020 12:00,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.231,deg
sensor_1,01/01/2020 12:00,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0884,deg
sensor_1,01/01/2020 12:29,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 12:30,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3935,deg
sensor_1,01/01/2020 12:30,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.231,deg
sensor_1,01/01/2020 12:30,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0893,deg
sensor_1,01/01/2020 12:59,6.89,0,1,FM3 Onboard Temperature,ob_temp,0,6.89,c
sensor_1,01/01/2020 13:00,6.89,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 13:00,6.89,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3936,deg
sensor_1,01/01/2020 13:00,6.89,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2315,deg
sensor_1,01/01/2020 13:00,6.89,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0885,deg
sensor_1,01/01/2020 13:29,6.89,0,1,FM3 Onboard Temperature,ob_temp,0,6.89,c
sensor_1,01/01/2020 13:30,6.89,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 13:30,6.89,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3934,deg
sensor_1,01/01/2020 13:30,6.89,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2319,deg
sensor_1,01/01/2020 13:30,6.89,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0881,deg
sensor_1,01/01/2020 13:59,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 14:00,7.1,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 14:00,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3937,deg
sensor_1,01/01/2020 14:00,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2311,deg
sensor_1,01/01/2020 14:00,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.089,deg
sensor_1,01/01/2020 14:29,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 14:30,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 14:30,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3937,deg
sensor_1,01/01/2020 14:30,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2316,deg
sensor_1,01/01/2020 14:30,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0881,deg
sensor_1,01/01/2020 14:59,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 15:00,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 15:00,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3932,deg
sensor_1,01/01/2020 15:00,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.232,deg
sensor_1,01/01/2020 15:00,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0882,deg
sensor_1,01/01/2020 15:29,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 15:30,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 15:30,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3939,deg
sensor_1,01/01/2020 15:30,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2315,deg
sensor_1,01/01/2020 15:30,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0881,deg
sensor_1,01/01/2020 15:59,6.89,0,1,FM3 Onboard Temperature,ob_temp,0,6.89,c
sensor_1,01/01/2020 16:00,6.89,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 16:00,6.89,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3939,deg
sensor_1,01/01/2020 16:00,6.89,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2311,deg
sensor_1,01/01/2020 16:00,6.89,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0887,deg
sensor_1,01/01/2020 16:29,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 16:30,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 16:30,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3935,deg
sensor_1,01/01/2020 16:30,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2314,deg
sensor_1,01/01/2020 16:30,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0888,deg
sensor_1,01/01/2020 16:59,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 17:00,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 17:00,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3934,deg
sensor_1,01/01/2020 17:00,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2318,deg
sensor_1,01/01/2020 17:00,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0881,deg
sensor_1,01/01/2020 17:29,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 17:30,7.1,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 17:30,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3939,deg
sensor_1,01/01/2020 17:30,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.231,deg
sensor_1,01/01/2020 17:30,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.089,deg
sensor_1,01/01/2020 17:59,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 18:00,7.1,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 18:00,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3934,deg
sensor_1,01/01/2020 18:00,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2314,deg
sensor_1,01/01/2020 18:00,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0889,deg
sensor_1,01/01/2020 18:29,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 18:30,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3938,deg
sensor_1,01/01/2020 18:30,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2312,deg
sensor_1,01/01/2020 18:30,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0887,deg
sensor_1,01/01/2020 18:59,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 19:00,7.1,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 19:00,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.394,deg
sensor_1,01/01/2020 19:00,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2308,deg
sensor_1,01/01/2020 19:00,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0892,deg
sensor_1,01/01/2020 19:29,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 19:30,7.1,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 19:30,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3937,deg
sensor_1,01/01/2020 19:30,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2309,deg
sensor_1,01/01/2020 19:30,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0894,deg
sensor_1,01/01/2020 19:59,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 20:00,7.1,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 20:00,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3938,deg
sensor_1,01/01/2020 20:00,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2313,deg
sensor_1,01/01/2020 20:00,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0885,deg
sensor_1,01/01/2020 20:30,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.6,V
sensor_1,01/01/2020 20:30,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3935,deg
sensor_1,01/01/2020 20:30,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2319,deg
sensor_1,01/01/2020 20:30,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0879,deg
sensor_1,01/01/2020 20:59,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 21:00,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 21:00,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3939,deg
sensor_1,01/01/2020 21:00,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2313,deg
sensor_1,01/01/2020 21:00,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0885,deg
sensor_1,01/01/2020 21:29,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 21:30,7.1,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 21:30,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3935,deg
sensor_1,01/01/2020 21:30,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2313,deg
sensor_1,01/01/2020 21:30,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0889,deg
sensor_1,01/01/2020 21:59,7.1,0,1,FM3 Onboard Temperature,ob_temp,0,7.1,c
sensor_1,01/01/2020 22:00,7.1,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 22:00,7.1,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3932,deg
sensor_1,01/01/2020 22:00,7.1,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2317,deg
sensor_1,01/01/2020 22:00,7.1,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0886,deg
sensor_1,01/01/2020 22:29,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 22:30,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 22:30,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3931,deg
sensor_1,01/01/2020 22:30,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2322,deg
sensor_1,01/01/2020 22:30,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.088,deg
sensor_1,01/01/2020 22:59,7.5,0,1,FM3 Onboard Temperature,ob_temp,0,7.5,c
sensor_1,01/01/2020 23:00,7.5,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 23:00,7.5,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3936,deg
sensor_1,01/01/2020 23:00,7.5,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2316,deg
sensor_1,01/01/2020 23:00,7.5,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0884,deg
sensor_1,01/01/2020 23:29,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,01/01/2020 23:30,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,01/01/2020 23:30,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3936,deg
sensor_1,01/01/2020 23:30,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2313,deg
sensor_1,01/01/2020 23:30,7.3,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0888,deg
sensor_1,01/01/2020 23:59,7.5,0,1,FM3 Onboard Temperature,ob_temp,0,7.5,c
sensor_1,02/01/2020 00:00,7.5,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,02/01/2020 00:00,7.5,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3935,deg
sensor_1,02/01/2020 00:00,7.5,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2317,deg
sensor_1,02/01/2020 00:00,7.5,0,18,Tri-Axial Inclinometer - Z Axis,tilt_z,0,-1.0882,deg
sensor_1,02/01/2020 00:29,7.3,0,1,FM3 Onboard Temperature,ob_temp,0,7.3,c
sensor_1,02/01/2020 00:30,7.3,0,0,FM3 Battery Voltage,ob_voltage,0,3.607,V
sensor_1,02/01/2020 00:30,7.3,0,16,Tri-Axial Inclinometer - X Axis,tilt_x,0,1.3936,deg
sensor_1,02/01/2020 00:30,7.3,0,17,Tri-Axial Inclinometer - Y Axis,tilt_y,0,88.2317,deg
