"time","summary","temperature","humidity","pressure","windSpeed","windGust","windBearing","cloudCover","country","city"
"3/1/2020 13:00:00","Mostly Cloudy","7.22","0.74","1022.5","6.58","11.43","307","0.73","England","London"
"3/1/2020 14:00:00","Partly Cloudy","6.78","0.74","1023.8","5.9","10.7","322","0.42","England","London"
"3/1/2020 15:00:00","Clear","6.31","0.73","1025.1","5.27","10.11","332","0.2","England","London"
"3/1/2020 16:00:00","Clear","5.78","0.72","1026.6","4.61","9.77","327","0.15","England","London"
"3/1/2020 17:00:00","Clear","5.19","0.72","1028.1","4.03","9.58","320","0.2","England","London"
"3/1/2020 18:00:00","Clear","4.66","0.75","1029.5","3.44","8.12","310","0.28","England","London"
"3/1/2020 19:00:00","Partly Cloudy","4.47","0.78","1030.4","3.35","8.59","304","0.43","England","London"
"3/1/2020 20:00:00","Mostly Cloudy","4.35","0.81","1031.1","3.44","9.45","300","0.62","England","London"
"3/1/2020 21:00:00","Mostly Cloudy","4.23","0.82","1031.7","3.55","9.86","296","0.75","England","London"
"3/1/2020 22:00:00","Mostly Cloudy","3.95","0.83","1032.2","3.49","9.17","283","0.74","England","London"
"3/1/2020 23:00:00","Mostly Cloudy","3.66","0.84","1032.6","3.42","8.01","276","0.67","England","London"
"4/1/2020 00:00:00","Mostly Cloudy","3.47","0.86","1033.1","3.36","7.33","287","0.65","England","London"
"4/1/2020 01:00:00","Mostly Cloudy","3.37","0.87","1033.4","3.48","7.92","280","0.69","England","London"
"4/1/2020 02:00:00","Mostly Cloudy","3.31","0.88","1033.3","3.78","9.08","277","0.76","England","London"
"4/1/2020 03:00:00","Mostly Cloudy","3.29","0.89","1033.2","4.04","10.04","275","0.77","England","London"
"4/1/2020 04:00:00","Mostly Cloudy","3.22","0.89","1033.3","4.15","10.52","296","0.66","England","London"
"4/1/2020 05:00:00","Partly Cloudy","3.14","0.9","1033.7","4.26","10.79","243","0.48","England","London"
"4/1/2020 06:00:00","Partly Cloudy","3.23","0.92","1033.6","4.4","10.93","271","0.39","England","London"
"4/1/2020 07:00:00","Partly Cloudy","3.18","0.94","1033.6","4.5","11.1","251","0.47","England","London"
"4/1/2020 08:00:00","Mostly Cloudy","3.09","0.96","1033.7","4.55","11.19","316","0.63","England","London"
"4/1/2020 09:00:00","Mostly Cloudy","3.39","0.95","1033.7","4.61","11.02","270","0.74","England","London"
"4/1/2020 10:00:00","Mostly Cloudy","4.46","0.91","1034","4.76","10.39","228","0.7","England","London"
"4/1/2020 11:00:00","Mostly Cloudy","5.95","0.84","1034.3","4.95","9.5","324","0.6","England","London"
"4/1/2020 12:00:00","Partly Cloudy","7.73","0.74","1035","4.97","8.47","281","0.49","England","London"
"4/1/2020 13:00:00","Partly Cloudy","8.16","0.72","1034.8","4.74","8.64","277","0.4","England","London"
"4/1/2020 14:00:00","Clear","7.89","0.72","1034.5","4.39","9.18","277","0.29","England","London"
"4/1/2020 15:00:00","Clear","7.2","0.72","1034.3","4.07","9.24","282","0.22","England","London"
"4/1/2020 16:00:00","Clear","6.07","0.75","1034.6","3.59","8.32","301","0.19","England","London"
"4/1/2020 17:00:00","Clear","4.99","0.77","1035.1","3.15","6.93","247","0.19","England","London"
"4/1/2020 18:00:00","Clear","4.08","0.81","1035.7","2.35","2.74","265","0.19","England","London"
"4/1/2020 19:00:00","Clear","3.63","0.83","1035.9","2.25","2.37","270","0.27","England","London"
"4/1/2020 20:00:00","Partly Cloudy","3.27","0.84","1036","2.29","2.75","271","0.4","England","London"
"4/1/2020 21:00:00","Partly Cloudy","2.97","0.85","1035.9","2.34","3.09","265","0.51","England","London"
"4/1/2020 22:00:00","Partly Cloudy","2.62","0.86","1035.9","2.24","3.13","244","0.54","England","London"
"4/1/2020 23:00:00","Partly Cloudy","2.36","0.87","1035.9","2.13","3.12","270","0.55","England","London"
"5/1/2020 00:00:00","Partly Cloudy","2.34","0.91","1035.8","2.12","3.18","257","0.55","England","London"
"5/1/2020 01:00:00","Mostly Cloudy","4.41","0.89","1036","2.31","2.89","265","0.63","England","London"
"5/1/2020 02:00:00","Mostly Cloudy","2.54","0.94","1035.6","1.99","2.53","223","0.74","England","London"
"5/1/2020 03:00:00","Mostly Cloudy","3.16","0.94","1035.5","2.19","2.49","235","0.82","England","London"
"5/1/2020 04:00:00","Mostly Cloudy","2.89","0.96","1035.5","2.19","3","237","0.85","England","London"
"5/1/2020 05:00:00","Mostly Cloudy","2.7","0.97","1035.6","2.26","3.82","237","0.85","England","London"
"5/1/2020 06:00:00","Mostly Cloudy","2.57","0.97","1035.4","2.42","5","236","0.86","England","London"
"5/1/2020 07:00:00","Mostly Cloudy","2.35","0.97","1035.2","2.43","6.27","236","0.87","England","London"
"5/1/2020 08:00:00","Overcast","2.12","0.96","1034.8","2.42","7.66","236","0.89","England","London"
"5/1/2020 09:00:00","Overcast","2.71","0.93","1034.6","2.54","8.52","237","0.9","England","London"
"5/1/2020 10:00:00","Overcast","4.12","0.88","1034.5","2.91","8.42","238","0.92","England","London"
"5/1/2020 11:00:00","Overcast","5.86","0.81","1034.5","3.43","7.78","239","0.92","England","London"
"5/1/2020 12:00:00","Overcast","7.44","0.75","1034.3","3.74","7.27","239","0.92","England","London"
"5/1/2020 13:00:00","Overcast","8.32","0.73","1034.1","3.41","7.5","239","0.91","England","London"
"5/1/2020 14:00:00","Overcast","8","0.72","1033.5","3.28","7.78","244","0.9","England","London"
"5/1/2020 15:00:00","Overcast","6.86","0.76","1032.9","3.16","7.9","244","0.89","England","London"
"5/1/2020 16:00:00","Overcast","6.55","0.78","1032.7","3","7.61","241","0.89","England","London"
"5/1/2020 17:00:00","Overcast","6.18","0.8","1032.6","2.86","7.14","233","0.91","England","London"
"5/1/2020 18:00:00","Overcast","5.8","0.81","1032.4","2.76","6.84","227","0.93","England","London"
"5/1/2020 19:00:00","Overcast","5.34","0.82","1032.2","2.81","6.34","219","0.9","England","London"
"5/1/2020 20:00:00","Mostly Cloudy","5.19","0.83","1031.6","2.81","6.32","223","0.87","England","London"
"5/1/2020 21:00:00","Mostly Cloudy","5.4","0.82","1031","2.88","6.56","225","0.84","England","London"
"5/1/2020 22:00:00","Overcast","5.7","0.83","1030.6","3.15","7.21","222","0.88","England","London"
"5/1/2020 23:00:00","Overcast","6.02","0.84","1030.2","3.5","8.09","218","0.93","England","London"
"6/1/2020 00:00:00","Mostly Cloudy","6.52","0.86","1029.9","3.51","9.62","207","0.86","England","London"
"6/1/2020 01:00:00","Mostly Cloudy","6.27","0.87","1029.3","3.72","10.32","207","0.65","England","London"
"6/1/2020 02:00:00","Partly Cloudy","5.71","0.87","1028.6","3.81","10.87","206","0.56","England","London"
"6/1/2020 03:00:00","Partly Cloudy","5.32","0.88","1027.7","3.84","11.26","203","0.49","England","London"
"6/1/2020 04:00:00","Partly Cloudy","5.21","0.88","1026.8","4.23","11.43","199","0.57","England","London"
"6/1/2020 05:00:00","Partly Cloudy","5.36","0.89","1026","4.63","11.43","196","0.59","England","London"
"6/1/2020 06:00:00","Partly Cloudy","5.24","0.91","1025.5","4.79","10.14","199","0.42","England","London"
"6/1/2020 07:00:00","Partly Cloudy","4.99","0.92","1024.5","5.14","10.4","196","0.51","England","London"
"6/1/2020 08:00:00","Mostly Cloudy","4.68","0.91","1024.1","5.46","10.93","195","0.63","England","London"
"6/1/2020 09:00:00","Mostly Cloudy","4.86","0.89","1023.2","5.79","11.52","195","0.67","England","London"
"6/1/2020 10:00:00","Mostly Cloudy","5.5","0.84","1022.6","6.42","12.17","196","0.69","England","London"
"6/1/2020 11:00:00","Mostly Cloudy","6.04","0.79","1021.8","7.28","12.87","202","0.68","England","London"
"6/1/2020 12:00:00","Mostly Cloudy","6.59","0.75","1021","7.3","12.06","207","0.6","England","London"
"6/1/2020 13:00:00","Mostly Cloudy","6.62","0.74","1020","7.28","12.11","214","0.7","England","London"
"6/1/2020 14:00:00","Mostly Cloudy","6.76","0.74","1019","7.04","12.12","220","0.76","England","London"
"6/1/2020 15:00:00","Mostly Cloudy","7.14","0.75","1018.5","6.19","12.2","221","0.83","England","London"
"6/1/2020 16:00:00","Mostly Cloudy","7.83","0.78","1018.1","6.21","12.5","221","0.87","England","London"
"6/1/2020 17:00:00","Possible Light Rain","8.44","0.84","1018.2","6.67","12.89","233","0.91","England","London"
"6/1/2020 18:00:00","Possible Light Rain","8.88","0.88","1019.1","6.8","13.61","216","0.91","England","London"
"6/1/2020 19:00:00","Mostly Cloudy","9.2","0.87","1019.2","6.06","13.56","180","0.76","England","London"
"6/1/2020 20:00:00","Mostly Cloudy","8.96","0.84","1020","5.67","13.24","291","0.69","England","London"
"6/1/2020 21:00:00","Partly Cloudy","8.34","0.83","1020.7","4.94","12.55","273","0.54","England","London"
"6/1/2020 22:00:00","Partly Cloudy","7.53","0.85","1021.4","4.29","11.33","297","0.57","England","London"
"6/1/2020 23:00:00","Partly Cloudy","6.98","0.86","1022.3","3.78","9.73","224","0.55","England","London"
"7/1/2020 00:00:00","Partly Cloudy","6.45","0.87","1023.1","3.44","8.2","255","0.47","England","London"
"7/1/2020 01:00:00","Partly Cloudy","5.98","0.89","1023.9","2.97","5.8","253","0.49","England","London"
"7/1/2020 02:00:00","Partly Cloudy","5.52","0.89","1024.3","2.8","5.37","246","0.53","England","London"
"7/1/2020 03:00:00","Mostly Cloudy","4.83","0.91","1024.6","2.54","5.18","235","0.6","England","London"
"7/1/2020 04:00:00","Mostly Cloudy","4.34","0.91","1024.9","2.48","5.05","232","0.63","England","London"
"7/1/2020 05:00:00","Partly Cloudy","3.92","0.92","1025.2","2.42","5.16","226","0.52","England","London"
"7/1/2020 06:00:00","Mostly Cloudy","4.14","0.92","1025.2","2.58","5.82","215","0.75","England","London"
"7/1/2020 07:00:00","Partly Cloudy","4.81","0.94","1025","3.37","9.87","214","0.55","England","London"
"7/1/2020 08:00:00","Mostly Cloudy","5.73","0.95","1025","3.98","11.24","213","0.69","England","London"
"7/1/2020 09:00:00","Mostly Cloudy","6.76","0.94","1024.8","4.67","12.39","212","0.84","England","London"
"7/1/2020 10:00:00","Mostly Cloudy","7.64","0.91","1024.7","5.69","13.22","213","0.85","England","London"
"7/1/2020 11:00:00","Mostly Cloudy","8.16","0.85","1024.3","6.65","13.83","212","0.86","England","London"
"7/1/2020 12:00:00","Mostly Cloudy","8.63","0.82","1023.7","7.27","14.18","210","0.8","England","London"
"7/1/2020 13:00:00","Mostly Cloudy","9.22","0.83","1023.2","7.07","13.69","208","0.83","England","London"
"7/1/2020 14:00:00","Overcast","9.15","0.87","1022.3","7.16","14.55","205","0.89","England","London"
"7/1/2020 15:00:00","Overcast","9.32","0.89","1021.3","7.17","15.31","205","0.91","England","London"
"7/1/2020 16:00:00","Overcast","9.89","0.88","1020.5","7.65","15.88","205","0.92","England","London"
"7/1/2020 17:00:00","Overcast","10.72","0.87","1020.4","8.12","16.35","211","0.94","England","London"
"7/1/2020 18:00:00","Overcast","11.24","0.88","1020.4","8.45","16.65","217","0.96","England","London"
"7/1/2020 19:00:00","Overcast","11.51","0.88","1020.1","8.47","16.68","218","0.97","England","London"
"7/1/2020 20:00:00","Overcast","11.91","0.89","1019.7","8.59","16.92","220","0.98","England","London"
"7/1/2020 21:00:00","Overcast","12.14","0.9","1019.4","8.52","16.97","223","0.99","England","London"
"7/1/2020 22:00:00","Overcast","12.21","0.9","1019.3","8.37","16.56","224","0.99","England","London"
"7/1/2020 23:00:00","Overcast","12.2","0.91","1019.3","8.1","16.1","230","0.99","England","London"
"8/1/2020 00:00:00","Overcast","12.15","0.91","1019.3","7.59","15.6","230","0.99","England","London"
"8/1/2020 01:00:00","Overcast","11.86","0.89","1019.5","7.31","15.86","229","0.99","England","London"
"8/1/2020 02:00:00","Overcast","11.8","0.89","1019.8","7.08","16.29","232","0.99","England","London"
"8/1/2020 03:00:00","Overcast","11.7","0.9","1019.9","6.73","16.1","234","0.99","England","London"
"8/1/2020 04:00:00","Overcast","11.65","0.91","1020.1","6.35","14.78","238","0.99","England","London"
"8/1/2020 05:00:00","Overcast","11.67","0.91","1020.4","5.79","12.93","243","0.99","England","London"
"8/1/2020 06:00:00","Overcast","11.46","0.92","1020.8","5.19","11.44","246","0.99","England","London"
"8/1/2020 07:00:00","Overcast","11.04","0.94","1021.7","4.93","11.33","249","0.92","England","London"
"8/1/2020 08:00:00","Mostly Cloudy","10.51","0.94","1022.2","4.61","11.07","254","0.77","England","London"
"8/1/2020 09:00:00","Mostly Cloudy","10.1","0.92","1022.8","4.39","10.55","254","0.87","England","London"
"8/1/2020 10:00:00","Mostly Cloudy","10.02","0.9","1023","4.18","9.44","237","0.84","England","London"
"8/1/2020 11:00:00","Mostly Cloudy","9.92","0.87","1023.2","4.04","8.08","282","0.83","England","London"
"8/1/2020 12:00:00","Mostly Cloudy","10.02","0.85","1023.3","3.78","6.88","263","0.83","England","London"
"8/1/2020 13:00:00","Mostly Cloudy","10.05","0.85","1023.2","3.23","5.73","255","0.87","England","London"
"8/1/2020 14:00:00","Overcast","10.13","0.86","1023.1","2.55","5.03","253","0.93","England","London"
"8/1/2020 15:00:00","Overcast","10.31","0.85","1022.8","2.12","4.36","233","0.97","England","London"
"8/1/2020 16:00:00","Overcast","9.99","0.86","1022.7","1.5","3.39","215","0.99","England","London"
"8/1/2020 17:00:00","Overcast","9.87","0.86","1022.7","1.37","2.48","184","0.99","England","London"
"8/1/2020 18:00:00","Overcast","9.77","0.87","1022.5","2.04","2.49","178","0.98","England","London"
"8/1/2020 19:00:00","Possible Light Rain","9.58","0.89","1021.8","2.08","3.58","148","0.98","England","London"
"8/1/2020 20:00:00","Possible Light Rain","9.61","0.89","1020.6","2.91","5.64","151","0.98","England","London"
"8/1/2020 21:00:00","Possible Light Rain","9.68","0.89","1019.3","3.71","7.85","160","0.99","England","London"
"8/1/2020 22:00:00","Possible Light Rain","10.03","0.89","1018.1","4.75","10.18","162","0.99","England","London"
"8/1/2020 23:00:00","Possible Drizzle","10.69","0.89","1016.8","5.66","12.67","179","0.98","England","London"
"9/1/2020 00:00:00","Possible Drizzle","11.2","0.89","1015.4","7.29","14.78","197","0.98","England","London"
"9/1/2020 01:00:00","Possible Drizzle","11.54","0.9","1014.2","7.68","16.42","196","0.99","England","London"
"9/1/2020 02:00:00","Possible Drizzle and Windy","11.64","0.9","1013","8.37","17.67","200","0.97","England","London"
"9/1/2020 03:00:00","Possible Drizzle and Windy","11.72","0.9","1011.8","9.08","18.46","204","0.98","England","London"
"9/1/2020 04:00:00","Possible Drizzle and Windy","11.76","0.91","1010.6","9.63","19.07","206","0.99","England","London"
"9/1/2020 05:00:00","Possible Drizzle and Windy","11.9","0.92","1009.8","10.11","19.31","209","0.99","England","London"
"9/1/2020 06:00:00","Possible Light Rain","11.87","0.92","1009.1","9.84","16.95","210","0.99","England","London"
"9/1/2020 07:00:00","Possible Light Rain","11.78","0.93","1008.6","9.88","17.41","216","0.95","England","London"
"9/1/2020 08:00:00","Windy and Overcast","11.6","0.94","1008.4","9.62","18.02","220","0.91","England","London"
"9/1/2020 09:00:00","Windy and Mostly Cloudy","11.31","0.95","1008.3","9.38","18.03","224","0.81","England","London"
"9/1/2020 10:00:00","Mostly Cloudy","11.16","0.95","1008.2","8.97","16.63","226","0.65","England","London"
"9/1/2020 11:00:00","Mostly Cloudy","10.87","0.95","1008.1","8.12","14.5","230","0.67","England","London"
"9/1/2020 12:00:00","Partly Cloudy","10.93","0.88","1007.8","7.14","12.29","227","0.52","England","London"
"9/1/2020 13:00:00","Possible Drizzle","11.14","0.89","1007.2","7.42","12.2","225","0.58","England","London"
"9/1/2020 14:00:00","Possible Light Rain","11.06","0.93","1006.7","7.13","12.85","218","0.63","England","London"
"9/1/2020 15:00:00","Light Rain","10.76","0.97","1006.7","7.14","13.34","216","0.7","England","London"
"9/1/2020 16:00:00","Possible Drizzle","10.23","0.96","1007.2","7.09","13.27","224","0.65","England","London"
"9/1/2020 17:00:00","Possible Drizzle","9.81","0.93","1007.9","6.84","13.01","234","0.53","England","London"
"9/1/2020 18:00:00","Partly Cloudy","9.13","0.93","1008.5","6.53","13.06","238","0.55","England","London"
"9/1/2020 19:00:00","Partly Cloudy","8.49","0.93","1009.5","5.71","12.86","244","0.44","England","London"
"9/1/2020 20:00:00","Clear","7.79","0.93","1010.4","4.83","12.56","247","0.24","England","London"
"9/1/2020 21:00:00","Clear","7.2","0.92","1011.4","4.16","12","239","0.14","England","London"
"9/1/2020 22:00:00","Clear","6.79","0.94","1012.3","3.72","10.75","233","0.04","England","London"
"9/1/2020 23:00:00","Clear","6.44","0.97","1013.3","3.37","9.22","298","0.06","England","London"
"10/1/2020 00:00:00","Clear","6.09","1","1014.3","2.97","8.34","273","0.12","England","London"
"10/1/2020 01:00:00","Partly Cloudy","6.82","0.93","1010.2","4","9.03","217","0.49","England","London"
"10/1/2020 02:00:00","Mostly Cloudy","6.64","0.92","1011.7","4.97","10.01","30","0.78","England","London"
"10/1/2020 03:00:00","Overcast","5.49","0.9","1013.3","5.31","10.71","331","0.99","England","London"
"10/1/2020 04:00:00","Overcast","5.27","0.91","1014.8","5.37","10.73","314","0.99","England","London"
"10/1/2020 05:00:00","Overcast","5.38","0.91","1016.4","5.23","10.43","323","0.99","England","London"
"10/1/2020 06:00:00","Overcast","5.39","0.9","1018.4","5.23","10.43","327","0.96","England","London"
"10/1/2020 07:00:00","Mostly Cloudy","5.29","0.88","1019.9","5.02","10.09","320","0.79","England","London"
"10/1/2020 08:00:00","Partly Cloudy","5.04","0.88","1021.4","4.69","9.62","314","0.57","England","London"
"10/1/2020 09:00:00","Partly Cloudy","4.09","0.93","1022.8","4.43","9.1","310","0.4","England","London"
"10/1/2020 10:00:00","Partly Cloudy","4.51","0.9","1024.1","4.39","8.65","307","0.31","England","London"
"10/1/2020 11:00:00","Clear","5.21","0.85","1025.2","4.4","8.14","307","0.28","England","London"
"10/1/2020 12:00:00","Clear","5.44","0.82","1026.2","3.94","6.57","317","0.22","England","London"
"10/1/2020 13:00:00","Clear","6.89","0.74","1026.5","3.37","5.41","351","0.15","England","London"
"10/1/2020 14:00:00","Clear","6.98","0.72","1027.3","2.35","4.14","229","0.07","England","London"
"10/1/2020 15:00:00","Clear","6.74","0.71","1027.6","1.97","3.24","270","0.01","England","London"
"10/1/2020 16:00:00","Clear","5.86","0.72","1028.1","1.84","2.84","313","0.02","England","London"
"10/1/2020 17:00:00","Clear","4.55","0.76","1028.6","1.92","2.79","175","0.03","England","London"
"10/1/2020 18:00:00","Clear","3.85","0.79","1029.4","2.07","3.02","213","0.02","England","London"
"10/1/2020 19:00:00","Clear","3.71","0.81","1029.7","2.25","4.21","224","0.08","England","London"
"10/1/2020 20:00:00","Clear","3.7","0.83","1029.8","2.5","5.93","219","0.15","England","London"
"10/1/2020 21:00:00","Clear","3.48","0.85","1029.8","2.79","7.5","216","0.24","England","London"
"10/1/2020 22:00:00","Partly Cloudy","3.67","0.85","1030","3.05","8.67","214","0.35","England","London"
"10/1/2020 23:00:00","Partly Cloudy","3.93","0.85","1030","3.34","9.7","210","0.47","England","London"
"11/1/2020 00:00:00","Mostly Cloudy","4.36","0.86","1029.8","3.94","11.1","204","0.6","England","London"
"11/1/2020 01:00:00","Mostly Cloudy","5.5","0.85","1029.8","4.43","12.32","207","0.74","England","London"
"11/1/2020 02:00:00","Overcast","6.18","0.85","1028.9","5.18","13.49","211","0.89","England","London"
"11/1/2020 03:00:00","Overcast","6.72","0.85","1028.1","5.78","14.28","215","0.99","England","London"
"11/1/2020 04:00:00","Overcast","6.98","0.85","1027.9","6.12","14.4","215","0.99","England","London"
"11/1/2020 05:00:00","Overcast","7.06","0.85","1027.5","6.31","14.13","215","0.99","England","London"
"11/1/2020 06:00:00","Overcast","7.28","0.86","1027.4","6.48","13.43","210","0.99","England","London"
"11/1/2020 07:00:00","Overcast","7.49","0.87","1027.1","6.97","13.77","210","0.99","England","London"
"11/1/2020 08:00:00","Overcast","7.71","0.86","1026.7","7.64","14.36","212","0.99","England","London"
"11/1/2020 09:00:00","Overcast","7.86","0.86","1026.1","8.27","14.81","215","0.99","England","London"
"11/1/2020 10:00:00","Overcast","8.2","0.84","1026","8.9","15.26","216","0.99","England","London"
"11/1/2020 11:00:00","Overcast","8.49","0.83","1025.8","9.49","15.56","218","0.99","England","London"
"11/1/2020 12:00:00","Overcast","9.41","0.78","1025.5","9.17","14.22","219","0.99","England","London"
"11/1/2020 13:00:00","Overcast","9.73","0.78","1025.1","8.76","14.49","218","0.99","England","London"
"11/1/2020 14:00:00","Overcast","10.15","0.74","1024.2","8.88","15.02","220","0.99","England","London"
"11/1/2020 15:00:00","Overcast","9.67","0.74","1023.2","9.24","15.43","222","0.99","England","London"
"11/1/2020 16:00:00","Overcast","9.82","0.72","1022.8","9.41","16.01","221","0.99","England","London"
"11/1/2020 17:00:00","Overcast","9.84","0.72","1022.6","9.57","16.39","219","0.99","England","London"
"11/1/2020 18:00:00","Overcast","9.78","0.73","1022.2","9.68","16.87","217","0.99","England","London"
"11/1/2020 19:00:00","Overcast","9.79","0.75","1021.9","9.65","16.59","215","0.99","England","London"
"11/1/2020 20:00:00","Overcast","9.81","0.77","1021.5","9.63","16.81","213","0.99","England","London"
"11/1/2020 21:00:00","Overcast","9.71","0.79","1020.9","9.55","16.85","212","0.99","England","London"
"11/1/2020 22:00:00","Overcast","9.3","0.8","1020.5","9.94","16.8","213","0.99","England","London"
